execution_file,pattern_file,text_file,preprocess_time,running_time,used_memory,total_time
./run_simd,pattern/net/64.txt,text/dblp/dblp.xml.1MB,253,12919,1948,0:12.92
./run_simd,pattern/net/96.txt,text/dblp/dblp.xml.1MB,333,13576,1956,0:13.58
./run_simd,pattern/net/128.txt,text/dblp/dblp.xml.1MB,381,13280,1964,0:13.28
./run_simd,pattern/net/160.txt,text/dblp/dblp.xml.1MB,348,14010,1964,0:14.01
./run_simd,pattern/net/192.txt,text/dblp/dblp.xml.1MB,366,13934,1980,0:13.93
./run_simd,pattern/net/224.txt,text/dblp/dblp.xml.1MB,473,14355,1980,0:14.36
./run_simd,pattern/net/256.txt,text/dblp/dblp.xml.1MB,518,14272,1992,0:14.27
./run_simd,pattern/net/288.txt,text/dblp/dblp.xml.1MB,425,14724,1992,0:14.72
./run_simd,pattern/net/320.txt,text/dblp/dblp.xml.1MB,485,14712,2012,0:14.71
./run_simd,pattern/net/352.txt,text/dblp/dblp.xml.1MB,422,14913,2000,0:14.91
./run_simd,pattern/net/384.txt,text/dblp/dblp.xml.1MB,523,14915,2016,0:14.92
./run_simd,pattern/net/416.txt,text/dblp/dblp.xml.1MB,548,15504,2020,0:15.50
./run_simd,pattern/net/448.txt,text/dblp/dblp.xml.1MB,565,15372,2024,0:15.37
./run_simd,pattern/net/480.txt,text/dblp/dblp.xml.1MB,545,15833,2016,0:15.83
./run_simd,pattern/net/512.txt,text/dblp/dblp.xml.1MB,533,15790,2024,0:15.79
./run_simd,pattern/net/544.txt,text/dblp/dblp.xml.1MB,565,15681,2024,0:15.68
./run_simd,pattern/net/576.txt,text/dblp/dblp.xml.1MB,615,16153,2056,0:16.15
./run_simd,pattern/net/608.txt,text/dblp/dblp.xml.1MB,670,16169,2052,0:16.17
./run_simd,pattern/net/640.txt,text/dblp/dblp.xml.1MB,916,16432,2064,0:16.43
./run_simd,pattern/net/672.txt,text/dblp/dblp.xml.1MB,771,18000,2064,0:18.00
./run_simd,pattern/net/704.txt,text/dblp/dblp.xml.1MB,797,17107,2080,0:17.11
./run_simd,pattern/net/736.txt,text/dblp/dblp.xml.1MB,722,16857,2076,0:16.86
./run_simd,pattern/net/768.txt,text/dblp/dblp.xml.1MB,717,17166,2072,0:17.17
./run_simd,pattern/net/800.txt,text/dblp/dblp.xml.1MB,881,17150,2092,0:17.15
./run_simd,pattern/net/832.txt,text/dblp/dblp.xml.1MB,828,17586,2100,0:17.59
./run_simd,pattern/net/864.txt,text/dblp/dblp.xml.1MB,932,17584,2104,0:17.58
./run_simd,pattern/net/896.txt,text/dblp/dblp.xml.1MB,926,17964,2104,0:17.97
./run_simd,pattern/net/928.txt,text/dblp/dblp.xml.1MB,857,18173,2100,0:18.17
./run_simd,pattern/net/960.txt,text/dblp/dblp.xml.1MB,874,18449,2112,0:18.45
./run_simd,pattern/net/992.txt,text/dblp/dblp.xml.1MB,1067,18503,2124,0:18.50
./run_simd,pattern/net/1024.txt,text/dblp/dblp.xml.1MB,1410,19443,2152,0:19.44
./run_simd,pattern/exnet/32.txt,text/dblp/dblp.xml.1MB,341,9626,1980,0:09.63
./run_simd,pattern/exnet/64.txt,text/dblp/dblp.xml.1MB,294,13092,2004,0:13.09
./run_simd,pattern/exnet/96.txt,text/dblp/dblp.xml.1MB,416,13480,2024,0:13.48
./run_simd,pattern/exnet/128.txt,text/dblp/dblp.xml.1MB,699,13452,2052,0:13.45
./run_simd,pattern/exnet/160.txt,text/dblp/dblp.xml.1MB,479,13907,2096,0:13.91
./run_simd,pattern/exnet/192.txt,text/dblp/dblp.xml.1MB,569,14125,2112,0:14.13
./run_simd,pattern/exnet/224.txt,text/dblp/dblp.xml.1MB,756,14362,2136,0:14.36
./run_simd,pattern/exnet/256.txt,text/dblp/dblp.xml.1MB,745,14332,2148,0:14.33
./run_simd,pattern/exnet/288.txt,text/dblp/dblp.xml.1MB,770,14484,2184,0:14.48
./run_simd,pattern/exnet/320.txt,text/dblp/dblp.xml.1MB,783,14674,2196,0:14.67
./run_simd,pattern/exnet/352.txt,text/dblp/dblp.xml.1MB,993,15021,2272,0:15.02
./run_simd,pattern/exnet/384.txt,text/dblp/dblp.xml.1MB,915,15028,2244,0:15.03
./run_simd,pattern/exnet/416.txt,text/dblp/dblp.xml.1MB,979,15312,2332,0:15.31
./run_simd,pattern/exnet/448.txt,text/dblp/dblp.xml.1MB,1162,15291,2312,0:15.29
./run_simd,pattern/exnet/480.txt,text/dblp/dblp.xml.1MB,1140,15612,2380,0:15.61
./run_simd,pattern/exnet/512.txt,text/dblp/dblp.xml.1MB,1188,15661,2348,0:15.66
./run_simd,pattern/exnet/544.txt,text/dblp/dblp.xml.1MB,1404,15909,2368,0:15.91
./run_simd,pattern/exnet/576.txt,text/dblp/dblp.xml.1MB,1284,16279,2416,0:16.28
./run_simd,pattern/exnet/608.txt,text/dblp/dblp.xml.1MB,1574,16144,2504,0:16.15
./run_simd,pattern/exnet/640.txt,text/dblp/dblp.xml.1MB,1684,16385,2532,0:16.39
./run_simd,pattern/exnet/672.txt,text/dblp/dblp.xml.1MB,1787,16849,2560,0:16.85
./run_simd,pattern/exnet/704.txt,text/dblp/dblp.xml.1MB,1821,16903,2500,0:16.90
./run_simd,pattern/exnet/736.txt,text/dblp/dblp.xml.1MB,1817,16763,2528,0:16.77
./run_simd,pattern/exnet/768.txt,text/dblp/dblp.xml.1MB,1870,17043,2560,0:17.05
./run_simd,pattern/exnet/800.txt,text/dblp/dblp.xml.1MB,2013,17215,2680,0:17.22
./run_simd,pattern/exnet/832.txt,text/dblp/dblp.xml.1MB,2550,17543,2636,0:17.55
./run_simd,pattern/exnet/864.txt,text/dblp/dblp.xml.1MB,1806,17739,2640,0:17.74
./run_simd,pattern/exnet/896.txt,text/dblp/dblp.xml.1MB,2736,18015,2784,0:18.02
./run_simd,pattern/exnet/928.txt,text/dblp/dblp.xml.1MB,2231,18235,2808,0:18.24
./run_simd,pattern/exnet/960.txt,text/dblp/dblp.xml.1MB,2314,18497,2836,0:18.50
./run_simd,pattern/exnet/992.txt,text/dblp/dblp.xml.1MB,2173,18284,2784,0:18.32
./run_simd,pattern/exnet/1024.txt,text/dblp/dblp.xml.1MB,3158,24009,3252,0:24.01
./run_simd,pattern/ext/32.txt,text/dblp/dblp.xml.1MB,1043,2245,2276,0:02.25
./run_simd,pattern/ext/64.txt,text/dblp/dblp.xml.1MB,1916,2279,2664,0:02.28
./run_simd,pattern/ext/96.txt,text/dblp/dblp.xml.1MB,2290,2274,3056,0:02.28
./run_simd,pattern/ext/128.txt,text/dblp/dblp.xml.1MB,3107,2287,3452,0:02.29
./run_simd,pattern/ext/160.txt,text/dblp/dblp.xml.1MB,3724,2357,3844,0:02.36
./run_simd,pattern/ext/192.txt,text/dblp/dblp.xml.1MB,3918,2371,4220,0:02.38
./run_simd,pattern/ext/224.txt,text/dblp/dblp.xml.1MB,5059,2412,4624,0:02.42
./run_simd,pattern/ext/256.txt,text/dblp/dblp.xml.1MB,5874,2413,5016,0:02.42
./run_simd,pattern/ext/288.txt,text/dblp/dblp.xml.1MB,5876,2472,5400,0:02.48
./run_simd,pattern/ext/320.txt,text/dblp/dblp.xml.1MB,7249,2458,5796,0:02.47
./run_simd,pattern/ext/352.txt,text/dblp/dblp.xml.1MB,6828,2496,6172,0:02.50
./run_simd,pattern/ext/384.txt,text/dblp/dblp.xml.1MB,7726,2507,6580,0:02.52
./run_simd,pattern/ext/416.txt,text/dblp/dblp.xml.1MB,8055,2553,6952,0:02.56
./run_simd,pattern/ext/448.txt,text/dblp/dblp.xml.1MB,12887,2545,7368,0:02.56
./run_simd,pattern/ext/480.txt,text/dblp/dblp.xml.1MB,9435,2592,7736,0:02.60
./run_simd,pattern/ext/512.txt,text/dblp/dblp.xml.1MB,9998,2597,8128,0:02.61
./run_simd,pattern/ext/544.txt,text/dblp/dblp.xml.1MB,10934,2649,8516,0:02.66
./run_simd,pattern/ext/576.txt,text/dblp/dblp.xml.1MB,11353,2670,8924,0:02.68
./run_simd,pattern/ext/608.txt,text/dblp/dblp.xml.1MB,12004,2718,9300,0:02.73
./run_simd,pattern/ext/640.txt,text/dblp/dblp.xml.1MB,12493,2683,9696,0:02.70
./run_simd,pattern/ext/672.txt,text/dblp/dblp.xml.1MB,13292,2740,10072,0:02.75
./run_simd,pattern/ext/704.txt,text/dblp/dblp.xml.1MB,14972,2730,10472,0:02.75
./run_simd,pattern/ext/736.txt,text/dblp/dblp.xml.1MB,14439,4076,10868,0:04.09
./run_simd,pattern/ext/768.txt,text/dblp/dblp.xml.1MB,18210,3044,11268,0:03.08
./run_simd,pattern/ext/800.txt,text/dblp/dblp.xml.1MB,26278,2908,11660,0:02.94
./run_simd,pattern/ext/832.txt,text/dblp/dblp.xml.1MB,16872,2866,12056,0:02.89
./run_simd,pattern/ext/864.txt,text/dblp/dblp.xml.1MB,27321,2891,12444,0:02.92
./run_simd,pattern/ext/896.txt,text/dblp/dblp.xml.1MB,17523,2904,12804,0:02.92
./run_simd,pattern/ext/928.txt,text/dblp/dblp.xml.1MB,18016,2965,13172,0:02.99
./run_simd,pattern/ext/960.txt,text/dblp/dblp.xml.1MB,19252,2936,13588,0:02.96
./run_simd,pattern/ext/992.txt,text/dblp/dblp.xml.1MB,19691,3019,13948,0:03.04
./run_simd,pattern/ext/1024.txt,text/dblp/dblp.xml.1MB,19851,8227,17456,0:08.25
./run_simd,pattern/reg/32.txt,text/dblp/dblp.xml.1MB,1015,10455,2044,0:10.46
./run_simd,pattern/reg/64.txt,text/dblp/dblp.xml.1MB,375,11651,2088,0:11.68
./run_simd,pattern/reg/96.txt,text/dblp/dblp.xml.1MB,600,10876,2136,0:10.88
./run_simd,pattern/reg/128.txt,text/dblp/dblp.xml.1MB,561,10690,2176,0:10.72
./run_simd,pattern/reg/160.txt,text/dblp/dblp.xml.1MB,647,11243,2252,0:11.24
./run_simd,pattern/reg/192.txt,text/dblp/dblp.xml.1MB,896,11296,2300,0:11.30
./run_simd,pattern/reg/224.txt,text/dblp/dblp.xml.1MB,1364,11774,2368,0:11.78
./run_simd,pattern/reg/256.txt,text/dblp/dblp.xml.1MB,1050,11577,2340,0:11.58
./run_simd,pattern/reg/288.txt,text/dblp/dblp.xml.1MB,1209,11726,2396,0:11.73
./run_simd,pattern/reg/320.txt,text/dblp/dblp.xml.1MB,1459,11847,2428,0:11.85
./run_simd,pattern/reg/352.txt,text/dblp/dblp.xml.1MB,1444,12253,2472,0:12.25
./run_simd,pattern/reg/384.txt,text/dblp/dblp.xml.1MB,1553,12249,2620,0:12.25
./run_simd,pattern/reg/416.txt,text/dblp/dblp.xml.1MB,1473,12815,2680,0:12.82
./run_simd,pattern/reg/448.txt,text/dblp/dblp.xml.1MB,1540,12646,2720,0:12.65
./run_simd,pattern/reg/480.txt,text/dblp/dblp.xml.1MB,1985,13002,2804,0:13.00
./run_simd,pattern/reg/512.txt,text/dblp/dblp.xml.1MB,1659,12987,2696,0:12.99
./run_simd,pattern/reg/544.txt,text/dblp/dblp.xml.1MB,2389,12941,2912,0:12.94
./run_simd,pattern/reg/576.txt,text/dblp/dblp.xml.1MB,1855,13273,2788,0:13.28
./run_simd,pattern/reg/608.txt,text/dblp/dblp.xml.1MB,2044,13304,2844,0:13.31
./run_simd,pattern/reg/640.txt,text/dblp/dblp.xml.1MB,2103,13623,3040,0:13.63
./run_simd,pattern/reg/672.txt,text/dblp/dblp.xml.1MB,2190,13631,3092,0:13.63
./run_simd,pattern/reg/704.txt,text/dblp/dblp.xml.1MB,2215,13992,2976,0:13.99
./run_simd,pattern/reg/736.txt,text/dblp/dblp.xml.1MB,2396,14017,3016,0:14.02
./run_simd,pattern/reg/768.txt,text/dblp/dblp.xml.1MB,2696,14275,3064,0:14.28
./run_simd,pattern/reg/800.txt,text/dblp/dblp.xml.1MB,3059,14251,3312,0:14.28
./run_simd,pattern/reg/832.txt,text/dblp/dblp.xml.1MB,2658,14672,3364,0:14.68
./run_simd,pattern/reg/864.txt,text/dblp/dblp.xml.1MB,3619,14811,3424,0:14.81
./run_simd,pattern/reg/896.txt,text/dblp/dblp.xml.1MB,2746,15003,3248,0:15.01
./run_simd,pattern/reg/928.txt,text/dblp/dblp.xml.1MB,3362,15042,3528,0:15.05
./run_simd,pattern/reg/960.txt,text/dblp/dblp.xml.1MB,5032,15391,3492,0:15.42
./run_simd,pattern/reg/992.txt,text/dblp/dblp.xml.1MB,2987,15623,3380,0:15.63
./run_simd,pattern/reg/1024.txt,text/dblp/dblp.xml.1MB,4424,15746,3928,0:15.75
./run,pattern/net/32.txt,text/dblp/dblp.xml.1MB,250,9519,1932,0:10.46
./run,pattern/net/64.txt,text/dblp/dblp.xml.1MB,261,12951,1944,0:12.95
./run,pattern/net/96.txt,text/dblp/dblp.xml.1MB,255,13271,1948,0:13.29
./run,pattern/net/128.txt,text/dblp/dblp.xml.1MB,296,13265,1952,0:13.27
./run,pattern/net/160.txt,text/dblp/dblp.xml.1MB,411,13991,1976,0:13.99
./run,pattern/net/192.txt,text/dblp/dblp.xml.1MB,705,14111,1976,0:14.11
./run,pattern/net/224.txt,text/dblp/dblp.xml.1MB,495,14362,1984,0:14.36
./run,pattern/net/256.txt,text/dblp/dblp.xml.1MB,593,14389,1984,0:14.42
./run,pattern/net/288.txt,text/dblp/dblp.xml.1MB,462,14517,2004,0:14.52
./run,pattern/net/320.txt,text/dblp/dblp.xml.1MB,483,14520,2012,0:14.53
./run,pattern/net/352.txt,text/dblp/dblp.xml.1MB,755,15013,2000,0:15.03
./run,pattern/net/384.txt,text/dblp/dblp.xml.1MB,610,14879,2004,0:14.89
./run,pattern/net/416.txt,text/dblp/dblp.xml.1MB,557,15292,2012,0:15.29
./run,pattern/net/448.txt,text/dblp/dblp.xml.1MB,580,15268,2020,0:15.27
./run,pattern/net/480.txt,text/dblp/dblp.xml.1MB,745,15750,2032,0:15.75
./run,pattern/net/512.txt,text/dblp/dblp.xml.1MB,543,15720,2024,0:15.72
./run,pattern/net/544.txt,text/dblp/dblp.xml.1MB,653,15695,2036,0:15.70
./run,pattern/net/576.txt,text/dblp/dblp.xml.1MB,632,16133,2048,0:16.13
./run,pattern/net/608.txt,text/dblp/dblp.xml.1MB,630,16127,2052,0:16.13
./run,pattern/net/640.txt,text/dblp/dblp.xml.1MB,794,16449,2068,0:16.45
./run,pattern/net/672.txt,text/dblp/dblp.xml.1MB,778,16511,2068,0:16.51
./run,pattern/net/704.txt,text/dblp/dblp.xml.1MB,698,17082,2068,0:17.08
./run,pattern/net/736.txt,text/dblp/dblp.xml.1MB,826,17040,2080,0:17.04
./run,pattern/net/768.txt,text/dblp/dblp.xml.1MB,764,17122,2076,0:17.12
./run,pattern/net/800.txt,text/dblp/dblp.xml.1MB,937,17090,2096,0:17.09
./run,pattern/net/832.txt,text/dblp/dblp.xml.1MB,791,19556,2088,0:19.56
./run,pattern/net/864.txt,text/dblp/dblp.xml.1MB,955,17852,2112,0:17.85
./run,pattern/net/896.txt,text/dblp/dblp.xml.1MB,880,17976,2096,0:17.98
./run,pattern/net/928.txt,text/dblp/dblp.xml.1MB,850,18120,2100,0:18.12
./run,pattern/net/960.txt,text/dblp/dblp.xml.1MB,904,18528,2112,0:18.53
./run,pattern/net/992.txt,text/dblp/dblp.xml.1MB,891,18649,2112,0:18.65
./run,pattern/net/1024.txt,text/dblp/dblp.xml.1MB,1161,19092,2156,0:19.11
./run,pattern/exnet/32.txt,text/dblp/dblp.xml.1MB,266,9427,1968,0:09.43
./run,pattern/exnet/64.txt,text/dblp/dblp.xml.1MB,297,13085,2004,0:13.08
./run,pattern/exnet/96.txt,text/dblp/dblp.xml.1MB,446,13427,2028,0:13.43
./run,pattern/exnet/128.txt,text/dblp/dblp.xml.1MB,567,13322,2060,0:13.33
./run,pattern/exnet/160.txt,text/dblp/dblp.xml.1MB,485,13919,2096,0:13.92
./run,pattern/exnet/192.txt,text/dblp/dblp.xml.1MB,790,13941,2120,0:13.95
./run,pattern/exnet/224.txt,text/dblp/dblp.xml.1MB,609,14328,2148,0:14.33
./run,pattern/exnet/256.txt,text/dblp/dblp.xml.1MB,653,14306,2148,0:14.31
./run,pattern/exnet/288.txt,text/dblp/dblp.xml.1MB,744,14680,2208,0:14.68
./run,pattern/exnet/320.txt,text/dblp/dblp.xml.1MB,809,14643,2192,0:14.64
./run,pattern/exnet/352.txt,text/dblp/dblp.xml.1MB,838,15024,2220,0:15.02
./run,pattern/exnet/384.txt,text/dblp/dblp.xml.1MB,1097,14978,2304,0:14.98
./run,pattern/exnet/416.txt,text/dblp/dblp.xml.1MB,1104,15209,2284,0:15.21
./run,pattern/exnet/448.txt,text/dblp/dblp.xml.1MB,1219,15237,2320,0:15.24
./run,pattern/exnet/480.txt,text/dblp/dblp.xml.1MB,1170,15723,2384,0:15.72
./run,pattern/exnet/512.txt,text/dblp/dblp.xml.1MB,1142,15603,2344,0:15.60
./run,pattern/exnet/544.txt,text/dblp/dblp.xml.1MB,1781,15702,2452,0:15.70
./run,pattern/exnet/576.txt,text/dblp/dblp.xml.1MB,1853,16984,2412,0:16.99
./run,pattern/exnet/608.txt,text/dblp/dblp.xml.1MB,1925,16257,2440,0:16.26
./run,pattern/exnet/640.txt,text/dblp/dblp.xml.1MB,2292,16464,2460,0:16.47
./run,pattern/exnet/672.txt,text/dblp/dblp.xml.1MB,2240,16460,2568,0:16.49
./run,pattern/exnet/704.txt,text/dblp/dblp.xml.1MB,2221,16839,2608,0:16.84
./run,pattern/exnet/736.txt,text/dblp/dblp.xml.1MB,1855,16737,2528,0:16.74
./run,pattern/exnet/768.txt,text/dblp/dblp.xml.1MB,1929,17057,2560,0:17.06
./run,pattern/exnet/800.txt,text/dblp/dblp.xml.1MB,2119,17245,2592,0:17.25
./run,pattern/exnet/832.txt,text/dblp/dblp.xml.1MB,2091,17599,2708,0:17.62
./run,pattern/exnet/864.txt,text/dblp/dblp.xml.1MB,2181,17628,2652,0:17.63
./run,pattern/exnet/896.txt,text/dblp/dblp.xml.1MB,2663,17842,2660,0:17.86
./run,pattern/exnet/928.txt,text/dblp/dblp.xml.1MB,3263,18074,2840,0:18.08
./run,pattern/exnet/960.txt,text/dblp/dblp.xml.1MB,2343,18428,2836,0:18.43
./run,pattern/exnet/992.txt,text/dblp/dblp.xml.1MB,2427,18264,2852,0:18.27
./run,pattern/exnet/1024.txt,text/dblp/dblp.xml.1MB,3047,24039,3092,0:24.04
./run,pattern/ext/32.txt,text/dblp/dblp.xml.1MB,862,2241,2264,0:02.24
./run,pattern/ext/64.txt,text/dblp/dblp.xml.1MB,1575,2278,2664,0:02.28
./run,pattern/ext/96.txt,text/dblp/dblp.xml.1MB,2180,2273,3040,0:02.28
./run,pattern/ext/128.txt,text/dblp/dblp.xml.1MB,2962,2261,3468,0:02.26
./run,pattern/ext/160.txt,text/dblp/dblp.xml.1MB,3566,2365,3832,0:02.37
./run,pattern/ext/192.txt,text/dblp/dblp.xml.1MB,4302,2359,4232,0:02.36
./run,pattern/ext/224.txt,text/dblp/dblp.xml.1MB,4315,2414,4604,0:02.42
./run,pattern/ext/256.txt,text/dblp/dblp.xml.1MB,5784,2422,5016,0:02.43
./run,pattern/ext/288.txt,text/dblp/dblp.xml.1MB,7035,2471,5408,0:02.48
./run,pattern/ext/320.txt,text/dblp/dblp.xml.1MB,6467,2480,5804,0:02.49
./run,pattern/ext/352.txt,text/dblp/dblp.xml.1MB,7831,2508,6192,0:02.52
./run,pattern/ext/384.txt,text/dblp/dblp.xml.1MB,7463,2540,6564,0:02.55
./run,pattern/ext/416.txt,text/dblp/dblp.xml.1MB,8273,2538,6948,0:02.55
./run,pattern/ext/448.txt,text/dblp/dblp.xml.1MB,9065,2538,7356,0:02.55
./run,pattern/ext/480.txt,text/dblp/dblp.xml.1MB,9450,2599,7732,0:02.61
./run,pattern/ext/512.txt,text/dblp/dblp.xml.1MB,11261,2582,8112,0:02.59
./run,pattern/ext/544.txt,text/dblp/dblp.xml.1MB,10655,2661,8528,0:02.67
./run,pattern/ext/576.txt,text/dblp/dblp.xml.1MB,11593,2651,8900,0:02.66
./run,pattern/ext/608.txt,text/dblp/dblp.xml.1MB,11944,2695,9288,0:02.71
./run,pattern/ext/640.txt,text/dblp/dblp.xml.1MB,12597,2697,9664,0:02.71
./run,pattern/ext/672.txt,text/dblp/dblp.xml.1MB,13214,2742,10060,0:02.76
./run,pattern/ext/704.txt,text/dblp/dblp.xml.1MB,13772,2718,10468,0:02.73
./run,pattern/ext/736.txt,text/dblp/dblp.xml.1MB,15130,2801,10852,0:02.82
./run,pattern/ext/768.txt,text/dblp/dblp.xml.1MB,15026,2791,11228,0:02.81
./run,pattern/ext/800.txt,text/dblp/dblp.xml.1MB,17698,2858,11640,0:02.88
./run,pattern/ext/832.txt,text/dblp/dblp.xml.1MB,16195,2862,12004,0:02.88
./run,pattern/ext/864.txt,text/dblp/dblp.xml.1MB,17218,2915,12404,0:02.93
./run,pattern/ext/896.txt,text/dblp/dblp.xml.1MB,17941,2894,12804,0:02.91
./run,pattern/ext/928.txt,text/dblp/dblp.xml.1MB,18247,2956,13188,0:02.97
./run,pattern/ext/960.txt,text/dblp/dblp.xml.1MB,18962,2908,13588,0:02.93
./run,pattern/ext/992.txt,text/dblp/dblp.xml.1MB,19559,2947,13960,0:02.97
./run,pattern/ext/1024.txt,text/dblp/dblp.xml.1MB,19716,8250,17408,0:08.27
./run,pattern/reg/32.txt,text/dblp/dblp.xml.1MB,338,10738,2036,0:10.74
./run,pattern/reg/64.txt,text/dblp/dblp.xml.1MB,555,10487,2088,0:10.49
./run,pattern/reg/96.txt,text/dblp/dblp.xml.1MB,701,10798,2124,0:10.80
./run,pattern/reg/128.txt,text/dblp/dblp.xml.1MB,798,10708,2168,0:10.71
./run,pattern/reg/160.txt,text/dblp/dblp.xml.1MB,821,11207,2248,0:11.21
./run,pattern/reg/192.txt,text/dblp/dblp.xml.1MB,784,11290,2300,0:11.29
./run,pattern/reg/224.txt,text/dblp/dblp.xml.1MB,839,11656,2348,0:11.66
./run,pattern/reg/256.txt,text/dblp/dblp.xml.1MB,1084,11391,2412,0:11.39
./run,pattern/reg/288.txt,text/dblp/dblp.xml.1MB,1136,11710,2408,0:11.71
./run,pattern/reg/320.txt,text/dblp/dblp.xml.1MB,1142,12020,2428,0:12.02
./run,pattern/reg/352.txt,text/dblp/dblp.xml.1MB,1756,12207,2572,0:12.21
./run,pattern/reg/384.txt,text/dblp/dblp.xml.1MB,1537,12183,2512,0:12.19
./run,pattern/reg/416.txt,text/dblp/dblp.xml.1MB,3164,12604,2692,0:12.62
./run,pattern/reg/448.txt,text/dblp/dblp.xml.1MB,1781,12638,2724,0:12.64
./run,pattern/reg/480.txt,text/dblp/dblp.xml.1MB,2324,13130,2788,0:13.13
./run,pattern/reg/512.txt,text/dblp/dblp.xml.1MB,2122,12921,2708,0:12.92
./run,pattern/reg/544.txt,text/dblp/dblp.xml.1MB,2087,12926,2884,0:12.93
./run,pattern/reg/576.txt,text/dblp/dblp.xml.1MB,2216,13338,2788,0:13.34
./run,pattern/reg/608.txt,text/dblp/dblp.xml.1MB,1946,13341,2832,0:13.34
./run,pattern/reg/640.txt,text/dblp/dblp.xml.1MB,2083,13576,3044,0:13.58
./run,pattern/reg/672.txt,text/dblp/dblp.xml.1MB,2152,13701,2932,0:13.70
./run,pattern/reg/704.txt,text/dblp/dblp.xml.1MB,2202,14056,2976,0:14.06
./run,pattern/reg/736.txt,text/dblp/dblp.xml.1MB,2332,14093,3020,0:14.10
./run,pattern/reg/768.txt,text/dblp/dblp.xml.1MB,2385,14404,3060,0:14.41
./run,pattern/reg/800.txt,text/dblp/dblp.xml.1MB,2573,14230,3312,0:14.23
./run,pattern/reg/832.txt,text/dblp/dblp.xml.1MB,2957,14631,3164,0:14.63
./run,pattern/reg/864.txt,text/dblp/dblp.xml.1MB,3151,14678,3432,0:14.68
./run,pattern/reg/896.txt,text/dblp/dblp.xml.1MB,2789,15087,3248,0:15.09
./run,pattern/reg/928.txt,text/dblp/dblp.xml.1MB,2830,15044,3284,0:15.05
./run,pattern/reg/960.txt,text/dblp/dblp.xml.1MB,3376,15436,3348,0:15.44
./run,pattern/reg/992.txt,text/dblp/dblp.xml.1MB,3617,15289,3636,0:15.29
./run,pattern/reg/1024.txt,text/dblp/dblp.xml.1MB,4825,15575,3936,0:15.58
./run_simd,pattern/net/32.txt,text/dblp/dblp.xml.10MB,8158,94509,1936,1:34.57
./run_simd,pattern/net/64.txt,text/dblp/dblp.xml.10MB,260,130269,1940,2:10.27
./run_simd,pattern/net/96.txt,text/dblp/dblp.xml.10MB,329,135118,1952,2:15.12
