execution_file,pattern_file,text_file,preprocess_time,running_time,used_memory,total_time
./run_simd,pattern/net/128.txt,text/dblp/dblp.xml.10MB,320,132116,1952,2:12.12
./run_simd,pattern/net/160.txt,text/dblp/dblp.xml.10MB,350,139664,1972,2:19.66
./run_simd,pattern/net/192.txt,text/dblp/dblp.xml.10MB,373,139053,1968,2:19.05
./run_simd,pattern/net/224.txt,text/dblp/dblp.xml.10MB,487,144523,1980,2:24.52
./run_simd,pattern/net/256.txt,text/dblp/dblp.xml.10MB,423,142195,1976,2:22.20
./run_simd,pattern/net/288.txt,text/dblp/dblp.xml.10MB,467,146485,1996,2:26.49
./run_simd,pattern/net/320.txt,text/dblp/dblp.xml.10MB,479,144553,2008,2:24.55
./run_simd,pattern/net/352.txt,text/dblp/dblp.xml.10MB,491,150515,2000,2:30.52
./run_simd,pattern/net/384.txt,text/dblp/dblp.xml.10MB,540,149273,2004,2:29.27
./run_simd,pattern/net/416.txt,text/dblp/dblp.xml.10MB,547,153781,2012,2:33.78
./run_simd,pattern/net/448.txt,text/dblp/dblp.xml.10MB,590,153661,2020,2:33.66
./run_simd,pattern/net/480.txt,text/dblp/dblp.xml.10MB,590,156054,2020,2:36.05
./run_simd,pattern/net/512.txt,text/dblp/dblp.xml.10MB,623,157255,2024,2:37.26
./run_simd,pattern/net/544.txt,text/dblp/dblp.xml.10MB,671,156871,2024,2:36.87
./run_simd,pattern/net/576.txt,text/dblp/dblp.xml.10MB,890,160278,2056,2:40.28
./run_simd,pattern/net/608.txt,text/dblp/dblp.xml.10MB,905,161279,2056,2:41.28
./run_simd,pattern/net/640.txt,text/dblp/dblp.xml.10MB,764,163047,2048,2:43.05
./run_simd,pattern/net/672.txt,text/dblp/dblp.xml.10MB,968,164785,2068,2:44.79
./run_simd,pattern/net/704.txt,text/dblp/dblp.xml.10MB,820,170313,2068,2:50.31
./run_simd,pattern/net/736.txt,text/dblp/dblp.xml.10MB,1016,170486,2080,2:50.49
./run_simd,pattern/net/768.txt,text/dblp/dblp.xml.10MB,850,170476,2084,2:50.48
./run_simd,pattern/net/800.txt,text/dblp/dblp.xml.10MB,769,170248,2080,2:50.25
./run_simd,pattern/net/832.txt,text/dblp/dblp.xml.10MB,944,174717,2100,2:54.72
./run_simd,pattern/net/864.txt,text/dblp/dblp.xml.10MB,808,177019,2088,2:57.02
./run_simd,pattern/net/896.txt,text/dblp/dblp.xml.10MB,943,178670,2108,2:58.67
./run_simd,pattern/net/928.txt,text/dblp/dblp.xml.10MB,977,180731,2112,3:00.73
./run_simd,pattern/net/960.txt,text/dblp/dblp.xml.10MB,873,185970,2112,3:05.97
./run_simd,pattern/net/992.txt,text/dblp/dblp.xml.10MB,872,185988,2112,3:05.99
./run_simd,pattern/net/1024.txt,text/dblp/dblp.xml.10MB,1445,192442,2156,3:12.44
./run_simd,pattern/exnet/32.txt,text/dblp/dblp.xml.10MB,320,95281,1984,1:35.28
./run_simd,pattern/exnet/64.txt,text/dblp/dblp.xml.10MB,361,130103,2004,2:10.10
./run_simd,pattern/exnet/96.txt,text/dblp/dblp.xml.10MB,413,135364,2028,2:15.36
./run_simd,pattern/exnet/128.txt,text/dblp/dblp.xml.10MB,426,133149,2060,2:13.15
./run_simd,pattern/exnet/160.txt,text/dblp/dblp.xml.10MB,488,139510,2096,2:19.51
./run_simd,pattern/exnet/192.txt,text/dblp/dblp.xml.10MB,791,140759,2112,2:20.76
./run_simd,pattern/exnet/224.txt,text/dblp/dblp.xml.10MB,605,143151,2148,2:23.15
./run_simd,pattern/exnet/256.txt,text/dblp/dblp.xml.10MB,766,142411,2188,2:22.41
./run_simd,pattern/exnet/288.txt,text/dblp/dblp.xml.10MB,734,146433,2208,2:26.43
./run_simd,pattern/exnet/320.txt,text/dblp/dblp.xml.10MB,767,145061,2192,2:25.06
./run_simd,pattern/exnet/352.txt,text/dblp/dblp.xml.10MB,962,148755,2224,2:28.76
./run_simd,pattern/exnet/384.txt,text/dblp/dblp.xml.10MB,916,149583,2244,2:29.58
./run_simd,pattern/exnet/416.txt,text/dblp/dblp.xml.10MB,980,152794,2336,2:32.80
./run_simd,pattern/exnet/448.txt,text/dblp/dblp.xml.10MB,1047,152815,2352,2:32.82
./run_simd,pattern/exnet/480.txt,text/dblp/dblp.xml.10MB,1260,156016,2392,2:36.02
./run_simd,pattern/exnet/512.txt,text/dblp/dblp.xml.10MB,1337,155857,2348,2:35.86
./run_simd,pattern/exnet/544.txt,text/dblp/dblp.xml.10MB,1598,158961,2456,2:38.96
./run_simd,pattern/exnet/576.txt,text/dblp/dblp.xml.10MB,1488,160455,2404,2:40.46
./run_simd,pattern/exnet/608.txt,text/dblp/dblp.xml.10MB,1583,159887,2500,2:39.89
./run_simd,pattern/exnet/640.txt,text/dblp/dblp.xml.10MB,1564,163177,2460,2:43.18
./run_simd,pattern/exnet/672.txt,text/dblp/dblp.xml.10MB,1432,163969,2560,2:43.97
./run_simd,pattern/exnet/704.txt,text/dblp/dblp.xml.10MB,1465,169778,2504,2:49.78
./run_simd,pattern/exnet/736.txt,text/dblp/dblp.xml.10MB,1862,166282,2628,2:46.28
./run_simd,pattern/exnet/768.txt,text/dblp/dblp.xml.10MB,1627,170769,2548,2:50.77
./run_simd,pattern/exnet/800.txt,text/dblp/dblp.xml.10MB,2011,170136,2680,2:50.14
./run_simd,pattern/exnet/832.txt,text/dblp/dblp.xml.10MB,2023,176446,2616,2:56.45
./run_simd,pattern/exnet/864.txt,text/dblp/dblp.xml.10MB,2056,176106,2640,2:56.11
./run_simd,pattern/exnet/896.txt,text/dblp/dblp.xml.10MB,2158,180456,2656,3:00.46
./run_simd,pattern/exnet/928.txt,text/dblp/dblp.xml.10MB,2476,180087,2804,3:00.09
./run_simd,pattern/exnet/960.txt,text/dblp/dblp.xml.10MB,2010,182748,2836,3:02.75
./run_simd,pattern/exnet/992.txt,text/dblp/dblp.xml.10MB,2033,183652,2856,3:03.65
./run_simd,pattern/exnet/1024.txt,text/dblp/dblp.xml.10MB,2941,237844,3092,3:57.85
./run_simd,pattern/ext/32.txt,text/dblp/dblp.xml.10MB,835,22258,2268,0:22.26
./run_simd,pattern/ext/64.txt,text/dblp/dblp.xml.10MB,1545,22369,2644,0:22.37
./run_simd,pattern/ext/96.txt,text/dblp/dblp.xml.10MB,2275,22796,3048,0:22.80
./run_simd,pattern/ext/128.txt,text/dblp/dblp.xml.10MB,2538,22575,3448,0:22.58
./run_simd,pattern/ext/160.txt,text/dblp/dblp.xml.10MB,3019,23625,3816,0:23.63
./run_simd,pattern/ext/192.txt,text/dblp/dblp.xml.10MB,3592,23507,4208,0:23.51
./run_simd,pattern/ext/224.txt,text/dblp/dblp.xml.10MB,4326,24087,4612,0:24.09
./run_simd,pattern/ext/256.txt,text/dblp/dblp.xml.10MB,5668,24183,5012,0:24.19
./run_simd,pattern/ext/288.txt,text/dblp/dblp.xml.10MB,7032,24597,5424,0:24.60
./run_simd,pattern/ext/320.txt,text/dblp/dblp.xml.10MB,6290,24392,5808,0:24.40
./run_simd,pattern/ext/352.txt,text/dblp/dblp.xml.10MB,6918,24952,6188,0:24.96
./run_simd,pattern/ext/384.txt,text/dblp/dblp.xml.10MB,7640,24935,6572,0:24.94
./run_simd,pattern/ext/416.txt,text/dblp/dblp.xml.10MB,8245,25361,6952,0:25.37
./run_simd,pattern/ext/448.txt,text/dblp/dblp.xml.10MB,8726,25631,7340,0:25.64
./run_simd,pattern/ext/480.txt,text/dblp/dblp.xml.10MB,10530,25829,7740,0:25.84
./run_simd,pattern/ext/512.txt,text/dblp/dblp.xml.10MB,9979,25794,8128,0:25.80
./run_simd,pattern/ext/544.txt,text/dblp/dblp.xml.10MB,10550,26224,8532,0:26.24
./run_simd,pattern/ext/576.txt,text/dblp/dblp.xml.10MB,12218,26506,8928,0:26.52
./run_simd,pattern/ext/608.txt,text/dblp/dblp.xml.10MB,12989,26741,9312,0:26.75
./run_simd,pattern/ext/640.txt,text/dblp/dblp.xml.10MB,12379,26948,9672,0:26.96
./run_simd,pattern/ext/672.txt,text/dblp/dblp.xml.10MB,13149,27391,10096,0:27.40
./run_simd,pattern/ext/704.txt,text/dblp/dblp.xml.10MB,14109,27552,10460,0:27.57
./run_simd,pattern/ext/736.txt,text/dblp/dblp.xml.10MB,14514,27822,10856,0:27.84
./run_simd,pattern/ext/768.txt,text/dblp/dblp.xml.10MB,14871,27638,11240,0:27.65
./run_simd,pattern/ext/800.txt,text/dblp/dblp.xml.10MB,15809,28398,11648,0:28.42
./run_simd,pattern/ext/832.txt,text/dblp/dblp.xml.10MB,16197,28520,12028,0:28.54
./run_simd,pattern/ext/864.txt,text/dblp/dblp.xml.10MB,16751,29204,12412,0:29.22
./run_simd,pattern/ext/896.txt,text/dblp/dblp.xml.10MB,17381,28875,12796,0:28.89
./run_simd,pattern/ext/928.txt,text/dblp/dblp.xml.10MB,18236,29698,13192,0:29.72
./run_simd,pattern/ext/960.txt,text/dblp/dblp.xml.10MB,19464,29315,13592,0:29.34
./run_simd,pattern/ext/992.txt,text/dblp/dblp.xml.10MB,19183,29706,13972,0:29.73
./run_simd,pattern/ext/1024.txt,text/dblp/dblp.xml.10MB,19781,81960,17416,1:21.98
./run_simd,pattern/reg/32.txt,text/dblp/dblp.xml.10MB,370,104137,2028,1:44.14
./run_simd,pattern/reg/64.txt,text/dblp/dblp.xml.10MB,550,103475,2096,1:43.48
./run_simd,pattern/reg/96.txt,text/dblp/dblp.xml.10MB,571,107297,2132,1:47.30
./run_simd,pattern/reg/128.txt,text/dblp/dblp.xml.10MB,652,106963,2188,1:46.96
./run_simd,pattern/reg/160.txt,text/dblp/dblp.xml.10MB,806,111463,2252,1:51.46
./run_simd,pattern/reg/192.txt,text/dblp/dblp.xml.10MB,775,113087,2300,1:53.09
./run_simd,pattern/reg/224.txt,text/dblp/dblp.xml.10MB,847,116308,2344,1:56.31
./run_simd,pattern/reg/256.txt,text/dblp/dblp.xml.10MB,1085,115116,2408,1:55.12
./run_simd,pattern/reg/288.txt,text/dblp/dblp.xml.10MB,1041,118779,2452,1:58.78
./run_simd,pattern/reg/320.txt,text/dblp/dblp.xml.10MB,1307,118889,2524,1:58.89
./run_simd,pattern/reg/352.txt,text/dblp/dblp.xml.10MB,1376,122153,2468,2:02.15
./run_simd,pattern/reg/384.txt,text/dblp/dblp.xml.10MB,1585,122203,2620,2:02.21
./run_simd,pattern/reg/416.txt,text/dblp/dblp.xml.10MB,1684,125746,2680,2:05.75
./run_simd,pattern/reg/448.txt,text/dblp/dblp.xml.10MB,1683,127378,2628,2:07.38
./run_simd,pattern/reg/480.txt,text/dblp/dblp.xml.10MB,1570,130152,2772,2:10.15
./run_simd,pattern/reg/512.txt,text/dblp/dblp.xml.10MB,1912,128769,2832,2:08.77
./run_simd,pattern/reg/544.txt,text/dblp/dblp.xml.10MB,2008,130373,2744,2:10.38
./run_simd,pattern/reg/576.txt,text/dblp/dblp.xml.10MB,2160,134044,2940,2:14.05
./run_simd,pattern/reg/608.txt,text/dblp/dblp.xml.10MB,2258,131237,2852,2:11.24
./run_simd,pattern/reg/640.txt,text/dblp/dblp.xml.10MB,2064,135282,3040,2:15.28
./run_simd,pattern/reg/672.txt,text/dblp/dblp.xml.10MB,2193,136082,3092,2:16.08
./run_simd,pattern/reg/704.txt,text/dblp/dblp.xml.10MB,2187,140274,2976,2:20.28
./run_simd,pattern/reg/736.txt,text/dblp/dblp.xml.10MB,2685,139313,3220,2:19.32
./run_simd,pattern/reg/768.txt,text/dblp/dblp.xml.10MB,2832,143243,3268,2:23.25
./run_simd,pattern/reg/800.txt,text/dblp/dblp.xml.10MB,2555,141914,3308,2:21.92
./run_simd,pattern/reg/832.txt,text/dblp/dblp.xml.10MB,2636,146270,3368,2:26.27
./run_simd,pattern/reg/864.txt,text/dblp/dblp.xml.10MB,2703,149072,3416,2:29.07
./run_simd,pattern/reg/896.txt,text/dblp/dblp.xml.10MB,3218,150399,3476,2:30.40
./run_simd,pattern/reg/928.txt,text/dblp/dblp.xml.10MB,2781,150400,3284,2:30.40
./run_simd,pattern/reg/960.txt,text/dblp/dblp.xml.10MB,2943,153664,3336,2:33.67
./run_simd,pattern/reg/992.txt,text/dblp/dblp.xml.10MB,4290,152109,3648,2:32.11
./run_simd,pattern/reg/1024.txt,text/dblp/dblp.xml.10MB,4489,155926,3948,2:35.93
./run,pattern/net/32.txt,text/dblp/dblp.xml.10MB,2000,92873,1936,1:32.88
./run,pattern/net/64.txt,text/dblp/dblp.xml.10MB,202,130356,1948,2:10.36
./run,pattern/net/96.txt,text/dblp/dblp.xml.10MB,208,132963,1944,2:12.96
./run,pattern/net/128.txt,text/dblp/dblp.xml.10MB,230,134123,1948,2:14.12
./run,pattern/net/160.txt,text/dblp/dblp.xml.10MB,258,138877,1972,2:18.88
./run,pattern/net/192.txt,text/dblp/dblp.xml.10MB,275,139357,1976,2:19.36
./run,pattern/net/224.txt,text/dblp/dblp.xml.10MB,340,143899,1976,2:23.90
./run,pattern/net/256.txt,text/dblp/dblp.xml.10MB,328,143081,1980,2:23.08
./run,pattern/net/288.txt,text/dblp/dblp.xml.10MB,362,146293,1992,2:26.29
./run,pattern/net/320.txt,text/dblp/dblp.xml.10MB,376,145667,1996,2:25.67
./run,pattern/net/352.txt,text/dblp/dblp.xml.10MB,407,149346,2000,2:29.35
./run,pattern/net/384.txt,text/dblp/dblp.xml.10MB,444,149453,2004,2:29.45
./run,pattern/net/416.txt,text/dblp/dblp.xml.10MB,444,153367,2016,2:33.37
./run,pattern/net/448.txt,text/dblp/dblp.xml.10MB,474,153282,2020,2:33.28
./run,pattern/net/480.txt,text/dblp/dblp.xml.10MB,490,156291,2020,2:36.29
./run,pattern/net/512.txt,text/dblp/dblp.xml.10MB,540,155345,2020,2:35.35
./run,pattern/net/544.txt,text/dblp/dblp.xml.10MB,540,156357,2024,2:36.36
./run,pattern/net/576.txt,text/dblp/dblp.xml.10MB,580,160185,2048,2:40.19
./run,pattern/net/608.txt,text/dblp/dblp.xml.10MB,679,158570,2048,2:38.57
./run,pattern/net/640.txt,text/dblp/dblp.xml.10MB,621,163084,2052,2:43.08
./run,pattern/net/672.txt,text/dblp/dblp.xml.10MB,645,163194,2052,2:43.19
./run,pattern/net/704.txt,text/dblp/dblp.xml.10MB,655,170134,2068,2:50.13
./run,pattern/net/736.txt,text/dblp/dblp.xml.10MB,729,168896,2072,2:48.90
./run,pattern/net/768.txt,text/dblp/dblp.xml.10MB,706,171008,2072,2:51.01
./run,pattern/net/800.txt,text/dblp/dblp.xml.10MB,731,169683,2076,2:49.68
./run,pattern/net/832.txt,text/dblp/dblp.xml.10MB,754,176090,2092,2:56.09
./run,pattern/net/864.txt,text/dblp/dblp.xml.10MB,781,174895,2092,2:54.90
./run,pattern/net/896.txt,text/dblp/dblp.xml.10MB,825,177523,2092,2:57.52
./run,pattern/net/928.txt,text/dblp/dblp.xml.10MB,820,179190,2096,2:59.19
./run,pattern/net/960.txt,text/dblp/dblp.xml.10MB,829,183353,2112,3:03.35
./run,pattern/net/992.txt,text/dblp/dblp.xml.10MB,840,184214,2108,3:04.21
./run,pattern/net/1024.txt,text/dblp/dblp.xml.10MB,955,192539,2140,3:12.54
./run,pattern/exnet/32.txt,text/dblp/dblp.xml.10MB,198,95222,1964,1:35.22
./run,pattern/exnet/64.txt,text/dblp/dblp.xml.10MB,267,130425,2004,2:10.42
./run,pattern/exnet/96.txt,text/dblp/dblp.xml.10MB,329,133108,2028,2:13.11
./run,pattern/exnet/128.txt,text/dblp/dblp.xml.10MB,407,132846,2056,2:12.85
./run,pattern/exnet/160.txt,text/dblp/dblp.xml.10MB,463,139413,2096,2:19.41
./run,pattern/exnet/192.txt,text/dblp/dblp.xml.10MB,516,140039,2120,2:20.04
./run,pattern/exnet/224.txt,text/dblp/dblp.xml.10MB,571,143567,2144,2:23.57
./run,pattern/exnet/256.txt,text/dblp/dblp.xml.10MB,619,142931,2144,2:22.93
./run,pattern/exnet/288.txt,text/dblp/dblp.xml.10MB,716,146915,2204,2:26.92
./run,pattern/exnet/320.txt,text/dblp/dblp.xml.10MB,740,146405,2192,2:26.40
./run,pattern/exnet/352.txt,text/dblp/dblp.xml.10MB,785,150471,2224,2:30.47
./run,pattern/exnet/384.txt,text/dblp/dblp.xml.10MB,864,149717,2240,2:29.72
./run,pattern/exnet/416.txt,text/dblp/dblp.xml.10MB,949,153635,2336,2:33.64
./run,pattern/exnet/448.txt,text/dblp/dblp.xml.10MB,987,152076,2356,2:32.08
./run,pattern/exnet/480.txt,text/dblp/dblp.xml.10MB,1067,155955,2384,2:35.96
./run,pattern/exnet/512.txt,text/dblp/dblp.xml.10MB,1114,156779,2348,2:36.78
./run,pattern/exnet/544.txt,text/dblp/dblp.xml.10MB,1154,156984,2368,2:36.98
./run,pattern/exnet/576.txt,text/dblp/dblp.xml.10MB,1245,161358,2400,2:41.36
./run,pattern/exnet/608.txt,text/dblp/dblp.xml.10MB,1306,160271,2504,2:40.27
./run,pattern/exnet/640.txt,text/dblp/dblp.xml.10MB,1560,164596,2564,2:44.60
./run,pattern/exnet/672.txt,text/dblp/dblp.xml.10MB,1458,166214,2560,2:46.21
./run,pattern/exnet/704.txt,text/dblp/dblp.xml.10MB,1470,167993,2504,2:47.99
./run,pattern/exnet/736.txt,text/dblp/dblp.xml.10MB,1493,169004,2524,2:49.01
./run,pattern/exnet/768.txt,text/dblp/dblp.xml.10MB,1590,172959,2548,2:52.96
./run,pattern/exnet/800.txt,text/dblp/dblp.xml.10MB,1640,171112,2680,2:51.11
./run,pattern/exnet/832.txt,text/dblp/dblp.xml.10MB,1745,173963,2708,2:53.96
./run,pattern/exnet/864.txt,text/dblp/dblp.xml.10MB,1725,174558,2636,2:54.56
./run,pattern/exnet/896.txt,text/dblp/dblp.xml.10MB,1802,179284,2656,2:59.29
./run,pattern/exnet/928.txt,text/dblp/dblp.xml.10MB,1827,179936,2684,2:59.94
./run,pattern/exnet/960.txt,text/dblp/dblp.xml.10MB,1943,183853,2832,3:03.85
./run,pattern/exnet/992.txt,text/dblp/dblp.xml.10MB,2033,184962,2860,3:04.96
./run,pattern/exnet/1024.txt,text/dblp/dblp.xml.10MB,2620,240901,3088,4:00.90
./run,pattern/ext/32.txt,text/dblp/dblp.xml.10MB,979,22376,2284,0:22.38
./run,pattern/ext/64.txt,text/dblp/dblp.xml.10MB,1216,22353,2648,0:22.35
./run,pattern/ext/96.txt,text/dblp/dblp.xml.10MB,1830,22648,3040,0:22.65
./run,pattern/ext/128.txt,text/dblp/dblp.xml.10MB,2447,22647,3428,0:22.65
./run,pattern/ext/160.txt,text/dblp/dblp.xml.10MB,2986,23696,3816,0:23.70
./run,pattern/ext/192.txt,text/dblp/dblp.xml.10MB,3990,23873,4236,0:23.88
./run,pattern/ext/224.txt,text/dblp/dblp.xml.10MB,4166,24212,4604,0:24.22
./run,pattern/ext/256.txt,text/dblp/dblp.xml.10MB,5039,24133,4984,0:24.14
./run,pattern/ext/288.txt,text/dblp/dblp.xml.10MB,5744,24675,5396,0:24.68
./run,pattern/ext/320.txt,text/dblp/dblp.xml.10MB,6297,24474,5800,0:24.48
./run,pattern/ext/352.txt,text/dblp/dblp.xml.10MB,6857,24958,6168,0:24.97
./run,pattern/ext/384.txt,text/dblp/dblp.xml.10MB,7497,25080,6572,0:25.09
./run,pattern/ext/416.txt,text/dblp/dblp.xml.10MB,8068,25347,6968,0:25.36
./run,pattern/ext/448.txt,text/dblp/dblp.xml.10MB,8805,25431,7336,0:25.44
./run,pattern/ext/480.txt,text/dblp/dblp.xml.10MB,9398,25979,7740,0:25.99
./run,pattern/ext/512.txt,text/dblp/dblp.xml.10MB,10206,25810,8136,0:25.82
./run,pattern/ext/544.txt,text/dblp/dblp.xml.10MB,10874,26488,8560,0:26.50
./run,pattern/ext/576.txt,text/dblp/dblp.xml.10MB,11605,26490,8912,0:26.50
./run,pattern/ext/608.txt,text/dblp/dblp.xml.10MB,12199,27033,9308,0:27.05
./run,pattern/ext/640.txt,text/dblp/dblp.xml.10MB,12301,26957,9688,0:26.97
./run,pattern/ext/672.txt,text/dblp/dblp.xml.10MB,13161,27370,10092,0:27.38
./run,pattern/ext/704.txt,text/dblp/dblp.xml.10MB,13827,27631,10472,0:27.65
./run,pattern/ext/736.txt,text/dblp/dblp.xml.10MB,14295,27832,10852,0:27.85
./run,pattern/ext/768.txt,text/dblp/dblp.xml.10MB,15183,28232,11256,0:28.25
./run,pattern/ext/800.txt,text/dblp/dblp.xml.10MB,15739,28548,11620,0:28.56
./run,pattern/ext/832.txt,text/dblp/dblp.xml.10MB,16322,28567,12024,0:28.58
./run,pattern/ext/864.txt,text/dblp/dblp.xml.10MB,17320,28988,12412,0:29.01
./run,pattern/ext/896.txt,text/dblp/dblp.xml.10MB,17374,28946,12796,0:28.96
./run,pattern/ext/928.txt,text/dblp/dblp.xml.10MB,17913,29761,13184,0:29.78
./run,pattern/ext/960.txt,text/dblp/dblp.xml.10MB,18852,29701,13556,0:29.72
./run,pattern/ext/992.txt,text/dblp/dblp.xml.10MB,19332,30090,13956,0:30.11
./run,pattern/ext/1024.txt,text/dblp/dblp.xml.10MB,19193,83003,17412,1:23.02
./run,pattern/reg/32.txt,text/dblp/dblp.xml.10MB,264,104280,2048,1:44.28
./run,pattern/reg/64.txt,text/dblp/dblp.xml.10MB,345,104369,2080,1:44.37
./run,pattern/reg/96.txt,text/dblp/dblp.xml.10MB,463,107353,2132,1:47.35
./run,pattern/reg/128.txt,text/dblp/dblp.xml.10MB,540,106986,2188,1:46.99
./run,pattern/reg/160.txt,text/dblp/dblp.xml.10MB,646,111962,2248,1:51.96
./run,pattern/reg/192.txt,text/dblp/dblp.xml.10MB,714,112930,2300,1:52.93
./run,pattern/reg/224.txt,text/dblp/dblp.xml.10MB,832,117210,2344,1:57.21
./run,pattern/reg/256.txt,text/dblp/dblp.xml.10MB,889,116075,2340,1:56.07
./run,pattern/reg/288.txt,text/dblp/dblp.xml.10MB,985,117851,2452,1:57.85
./run,pattern/reg/320.txt,text/dblp/dblp.xml.10MB,1066,118475,2428,1:58.48
./run,pattern/reg/352.txt,text/dblp/dblp.xml.10MB,1174,121719,2468,2:01.72
./run,pattern/reg/384.txt,text/dblp/dblp.xml.10MB,1229,122177,2516,2:02.18
./run,pattern/reg/416.txt,text/dblp/dblp.xml.10MB,1387,127329,2676,2:07.33
./run,pattern/reg/448.txt,text/dblp/dblp.xml.10MB,1664,127149,2660,2:07.15
./run,pattern/reg/480.txt,text/dblp/dblp.xml.10MB,1566,129543,2772,2:09.54
./run,pattern/reg/512.txt,text/dblp/dblp.xml.10MB,1584,130360,2700,2:10.36
./run,pattern/reg/544.txt,text/dblp/dblp.xml.10MB,1687,131485,2744,2:11.49
./run,pattern/reg/576.txt,text/dblp/dblp.xml.10MB,1800,132755,2784,2:12.76
./run,pattern/reg/608.txt,text/dblp/dblp.xml.10MB,1843,133387,2832,2:13.39
./run,pattern/reg/640.txt,text/dblp/dblp.xml.10MB,2010,136517,3040,2:16.52
./run,pattern/reg/672.txt,text/dblp/dblp.xml.10MB,2115,136453,3092,2:16.45
./run,pattern/reg/704.txt,text/dblp/dblp.xml.10MB,2169,140685,2984,2:20.69
./run,pattern/reg/736.txt,text/dblp/dblp.xml.10MB,2217,141618,3020,2:21.62
./run,pattern/reg/768.txt,text/dblp/dblp.xml.10MB,2294,143486,3060,2:23.49
./run,pattern/reg/800.txt,text/dblp/dblp.xml.10MB,2687,142238,3340,2:22.24
./run,pattern/reg/832.txt,text/dblp/dblp.xml.10MB,2577,162478,3368,2:42.48
./run,pattern/reg/864.txt,text/dblp/dblp.xml.10MB,2688,146505,3416,2:26.51
./run,pattern/reg/896.txt,text/dblp/dblp.xml.10MB,2653,150086,3248,2:30.09
./run,pattern/reg/928.txt,text/dblp/dblp.xml.10MB,2780,150959,3284,2:30.96
./run,pattern/reg/960.txt,text/dblp/dblp.xml.10MB,2959,155927,3472,2:35.93
./run,pattern/reg/992.txt,text/dblp/dblp.xml.10MB,3137,152483,3384,2:32.49
./run,pattern/reg/1024.txt,text/dblp/dblp.xml.10MB,4045,156698,3932,2:36.70
